rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_genre,artist_popularity,album_cover_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
1,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,-1,1,20062285,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.596,0.658,0.0,-7.346,1.0,0.036,0.0504,0.0,0.127,0.176,100.012,audio_features,1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/tracks/1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/audio-analysis/1Iq8oo9XkmmvCQiGOfORiz,229478.0,4.0
2,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,-1,1,18219898,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.793,0.512,0.0,-9.319,1.0,0.0338,0.186,3.81e-05,0.0889,0.0662,109.994,audio_features,5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/tracks/5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/audio-analysis/5KD6AEm19QnMbfWpfoOHMl,146437.0,4.0
3,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,3,-1,1,16824876,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.629,0.413,7.0,-13.178,1.0,0.055,0.345,7.62e-05,0.0603,0.306,77.983,audio_features,71BqAINEnezjQfxE4VuJfq,https://api.spotify.com/v1/tracks/71BqAINEnezjQfxE4VuJfq,https://api.spotify.com/v1/audio-analysis/71BqAINEnezjQfxE4VuJfq,180381.0,4.0
4,spotify:track:4NioO5R9sHEZh4cGzMHyNt,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,4,-1,1,15972695,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.626,0.547,4.0,-8.285,1.0,0.0342,0.0656,1.67e-05,0.149,0.192,109.946,audio_features,4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/tracks/4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/audio-analysis/4NioO5R9sHEZh4cGzMHyNt,279833.0,4.0
5,spotify:track:6T0sEnqjmHISIKwFETeeiP,Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,5,-1,1,13199240,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.699,0.621,0.0,-8.739,1.0,0.0369,0.198,0.0,0.104,0.344,118.048,audio_features,6T0sEnqjmHISIKwFETeeiP,https://api.spotify.com/v1/tracks/6T0sEnqjmHISIKwFETeeiP,https://api.spotify.com/v1/audio-analysis/6T0sEnqjmHISIKwFETeeiP,171819.0,4.0
6,spotify:track:1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,Style (Taylor's Version),Taylor Swift,6,-1,1,12513182,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.575,0.824,2.0,-4.823,1.0,0.038,0.000418,0.0214,0.0901,0.292,94.971,audio_features,1hjRhYpWyqDpPahmSlUTlc,https://api.spotify.com/v1/tracks/1hjRhYpWyqDpPahmSlUTlc,https://api.spotify.com/v1/audio-analysis/1hjRhYpWyqDpPahmSlUTlc,231000.0,4.0
7,spotify:track:45wMBGri1PORPjM9PwFfrS,Taylor Swift,Blank Space (Taylor's Version),Taylor Swift,7,-1,1,11132695,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.737,0.725,0.0,-5.417,1.0,0.0641,0.0976,0.0,0.174,0.755,96.012,audio_features,45wMBGri1PORPjM9PwFfrS,https://api.spotify.com/v1/tracks/45wMBGri1PORPjM9PwFfrS,https://api.spotify.com/v1/audio-analysis/45wMBGri1PORPjM9PwFfrS,231833.0,4.0
8,spotify:track:045ZeOHPIzhxxsm8bq5kyE,Taylor Swift,Out Of The Woods (Taylor's Version),Taylor Swift,8,-1,1,10975193,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.547,0.885,0.0,-5.961,1.0,0.0418,0.000512,9.37e-05,0.39,0.192,91.992,audio_features,045ZeOHPIzhxxsm8bq5kyE,https://api.spotify.com/v1/tracks/045ZeOHPIzhxxsm8bq5kyE,https://api.spotify.com/v1/audio-analysis/045ZeOHPIzhxxsm8bq5kyE,235800.0,4.0
9,spotify:track:1hR8BSuEqPCCZfv93zzzz9,Taylor Swift,Welcome To New York (Taylor's Version),Taylor Swift,9,-1,1,10847400,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.761,0.607,7.0,-4.83,1.0,0.0312,0.00961,2.24e-05,0.367,0.674,116.98,audio_features,1hR8BSuEqPCCZfv93zzzz9,https://api.spotify.com/v1/tracks/1hR8BSuEqPCCZfv93zzzz9,https://api.spotify.com/v1/audio-analysis/1hR8BSuEqPCCZfv93zzzz9,212600.0,4.0
10,spotify:track:1K39ty6o1sHwwlZwO6a7wK,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,10,-1,12,9643885,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.581,0.672,8.0,-7.415,1.0,0.0739,0.0411,9.35e-05,0.118,0.514,140.061,audio_features,1K39ty6o1sHwwlZwO6a7wK,https://api.spotify.com/v1/tracks/1K39ty6o1sHwwlZwO6a7wK,https://api.spotify.com/v1/audio-analysis/1K39ty6o1sHwwlZwO6a7wK,220433.0,4.0
11,spotify:track:6GXgd1BPD9bUpqw5AntGV5,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,11,-1,1,9582805,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.586,0.72,0.0,-5.556,1.0,0.035,0.000718,0.0,0.0949,0.481,97.057,audio_features,6GXgd1BPD9bUpqw5AntGV5,https://api.spotify.com/v1/tracks/6GXgd1BPD9bUpqw5AntGV5,https://api.spotify.com/v1/audio-analysis/6GXgd1BPD9bUpqw5AntGV5,193289.0,4.0
12,spotify:track:2vPMoMDXxu9uX1igWZmXSG,Taylor Swift,New Romantics (Taylor's Version),Taylor Swift,12,-1,1,8787358,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.651,0.855,5.0,-5.959,1.0,0.0538,0.0068,9.81e-06,0.0759,0.698,121.98,audio_features,2vPMoMDXxu9uX1igWZmXSG,https://api.spotify.com/v1/tracks/2vPMoMDXxu9uX1igWZmXSG,https://api.spotify.com/v1/audio-analysis/2vPMoMDXxu9uX1igWZmXSG,230178.0,4.0
13,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,"Drake, Yeat",IDGAF (feat. Yeat),OVO/Republic,1,1,4,8750070,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,0.663,0.67,8.0,-8.399,1.0,0.271,0.0464,8.92e-05,0.205,0.138,136.952,audio_features,2YSzYUF3jWqb9YP9VXmpjE,https://api.spotify.com/v1/tracks/2YSzYUF3jWqb9YP9VXmpjE,https://api.spotify.com/v1/audio-analysis/2YSzYUF3jWqb9YP9VXmpjE,260111.0,4.0
14,spotify:track:2ByBBvpR9b7IynvRmnG7kG,Taylor Swift,Clean (Taylor's Version),Taylor Swift,14,-1,1,8694797,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.771,0.386,4.0,-8.917,1.0,0.0297,0.276,2.01e-05,0.121,0.239,103.96,audio_features,2ByBBvpR9b7IynvRmnG7kG,https://api.spotify.com/v1/tracks/2ByBBvpR9b7IynvRmnG7kG,https://api.spotify.com/v1/audio-analysis/2ByBBvpR9b7IynvRmnG7kG,271000.0,4.0
15,spotify:track:43y1WpBdnEy5TR9aZoSQL9,Taylor Swift,I Wish You Would (Taylor's Version),Taylor Swift,15,-1,1,8587332,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.669,0.851,0.0,-6.526,1.0,0.0432,0.00357,1.04e-05,0.0676,0.541,118.026,audio_features,43y1WpBdnEy5TR9aZoSQL9,https://api.spotify.com/v1/tracks/43y1WpBdnEy5TR9aZoSQL9,https://api.spotify.com/v1/audio-analysis/43y1WpBdnEy5TR9aZoSQL9,207650.0,4.0
16,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,Taylor Swift,Shake It Off (Taylor's Version),Taylor Swift,16,-1,1,8287972,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.632,0.807,7.0,-5.676,1.0,0.0738,0.0103,1.27e-05,0.29,0.921,160.055,audio_features,3pv7Q5v2dpdefwdWIvE7yH,https://api.spotify.com/v1/tracks/3pv7Q5v2dpdefwdWIvE7yH,https://api.spotify.com/v1/audio-analysis/3pv7Q5v2dpdefwdWIvE7yH,219209.0,4.0
17,spotify:track:64FzgoLZ3oXu2SriZblHic,Taylor Swift,Bad Blood (Taylor's Version),Taylor Swift,17,-1,1,7863951,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.619,0.686,7.0,-6.369,1.0,0.164,0.0385,0.0,0.307,0.364,169.943,audio_features,64FzgoLZ3oXu2SriZblHic,https://api.spotify.com/v1/tracks/64FzgoLZ3oXu2SriZblHic,https://api.spotify.com/v1/audio-analysis/64FzgoLZ3oXu2SriZblHic,211104.0,4.0
18,spotify:track:75W3SngKzTuoQ94uLf3y82,Taylor Swift,How You Get The Girl (Taylor's Version),Taylor Swift,18,-1,1,7837560,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.754,0.682,5.0,-5.789,1.0,0.0565,0.00209,9.88e-06,0.0941,0.547,120.027,audio_features,75W3SngKzTuoQ94uLf3y82,https://api.spotify.com/v1/tracks/75W3SngKzTuoQ94uLf3y82,https://api.spotify.com/v1/audio-analysis/75W3SngKzTuoQ94uLf3y82,247533.0,4.0
19,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A,Taylor Swift,I Know Places (Taylor's Version),Taylor Swift,19,-1,1,7814549,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.575,0.803,0.0,-5.393,1.0,0.0465,0.087,0.0,0.0971,0.68,160.039,audio_features,2f0GI2ZLUtbGqFx8t2Gk6A,https://api.spotify.com/v1/tracks/2f0GI2ZLUtbGqFx8t2Gk6A,https://api.spotify.com/v1/audio-analysis/2f0GI2ZLUtbGqFx8t2Gk6A,195700.0,4.0
20,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR,Taylor Swift,Wonderland (Taylor's Version),Taylor Swift,20,-1,1,7734739,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.462,0.708,3.0,-5.971,1.0,0.0555,0.00933,1.88e-05,0.198,0.337,183.811,audio_features,2ve0kuaWUCt4Zx8x4bf1MR,https://api.spotify.com/v1/tracks/2ve0kuaWUCt4Zx8x4bf1MR,https://api.spotify.com/v1/audio-analysis/2ve0kuaWUCt4Zx8x4bf1MR,245567.0,4.0
21,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,1,5,13,7703634,"dance pop,pop",87,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb,0.864,0.556,2.0,-7.683,0.0,0.194,0.255,3.85e-06,0.112,0.726,99.974,audio_features,56y1jOTK0XSvJzVv9vHQBK,https://api.spotify.com/v1/tracks/56y1jOTK0XSvJzVv9vHQBK,https://api.spotify.com/v1/audio-analysis/56y1jOTK0XSvJzVv9vHQBK,230480.0,4.0
22,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,4,4,7,7600737,"brooklyn indie,pov: indie",81,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10,0.504,0.308,9.0,-14.958,1.0,0.0321,0.868,0.135,0.158,0.121,113.95,audio_features,3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3,137773.0,4.0
23,spotify:track:4UwqOWDpdeIDVQDuKT6iza,Taylor Swift,You Are In Love (Taylor's Version),Taylor Swift,23,-1,1,7549944,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.537,0.495,9.0,-9.416,1.0,0.0573,0.609,2.49e-06,0.112,0.492,84.948,audio_features,4UwqOWDpdeIDVQDuKT6iza,https://api.spotify.com/v1/tracks/4UwqOWDpdeIDVQDuKT6iza,https://api.spotify.com/v1/audio-analysis/4UwqOWDpdeIDVQDuKT6iza,267389.0,4.0
24,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,6,10,7547541,"classic oklahoma country,modern country pop",86,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef,0.429,0.453,0.0,-7.746,1.0,0.0459,0.554,2e-06,0.102,0.155,77.639,audio_features,4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/tracks/4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/audio-analysis/4KULAymBBJcPRpk1yO4dOG,227196.0,4.0
25,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,3,51,7528291,pop,100,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427.0,4.0
26,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,Bad Bunny,MONACO,Rimas Entertainment LLC,2,2,3,7495441,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.787,0.621,4.0,-5.009,0.0,0.068,0.15,0.000402,0.58,0.13,139.056,audio_features,4MjDJD8cW7iVeWInc2Bdyj,https://api.spotify.com/v1/tracks/4MjDJD8cW7iVeWInc2Bdyj,https://api.spotify.com/v1/audio-analysis/4MjDJD8cW7iVeWInc2Bdyj,267194.0,4.0
27,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg,Taylor Swift,This Love (Taylor’s Version),Taylor Swift,27,-1,3,7457251,pop,100,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac,0.474,0.511,1.0,-8.766,0.0,0.0339,0.299,0.0,0.0673,0.0586,144.022,audio_features,5QVVjX0ZItqlVpEuVCM9Yg,https://api.spotify.com/v1/tracks/5QVVjX0ZItqlVpEuVCM9Yg,https://api.spotify.com/v1/audio-analysis/5QVVjX0ZItqlVpEuVCM9Yg,250100.0,4.0
28,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,4,8,7,6735715,"alt z,pop",81,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8,0.75,0.733,6.0,-3.18,0.0,0.0319,0.256,0.0,0.114,0.844,111.018,audio_features,3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,131872.0,1.0
29,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,1,9,20,6290916,"atl hip hop,melodic rap,rap,trap",82,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c,0.847,0.622,1.0,-6.747,0.0,0.0903,0.119,0.0,0.285,0.22,130.001,audio_features,4rXLjWdF2ZZpXCVTfWcshS,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS,https://api.spotify.com/v1/audio-analysis/4rXLjWdF2ZZpXCVTfWcshS,125040.0,4.0
30,spotify:track:5PyDJG7SQRgWXefgexqIge,Doja Cat,Agora Hills,Kemosabe Records/RCA Records,9,11,6,6243121,"dance pop,pop",87,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb,0.755,0.687,8.0,-6.247,0.0,0.101,0.183,0.000177,0.125,0.381,123.01,audio_features,5PyDJG7SQRgWXefgexqIge,https://api.spotify.com/v1/tracks/5PyDJG7SQRgWXefgexqIge,https://api.spotify.com/v1/audio-analysis/5PyDJG7SQRgWXefgexqIge,265360.0,4.0
31,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,12,12,53,6189563,pov: indie,81,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918,0.662,0.488,9.0,-6.894,1.0,0.0682,0.782,0.0,0.102,0.817,117.913,audio_features,0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv,182347.0,4.0
32,spotify:track:7aqfrAY2p9BUSiupwk3svU,"Drake, J. Cole",First Person Shooter (feat. J. Cole),OVO/Republic,2,7,4,5946498,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,0.47,0.64,2.0,-7.779,1.0,0.32,0.0277,0.0,0.382,0.248,163.92,audio_features,7aqfrAY2p9BUSiupwk3svU,https://api.spotify.com/v1/tracks/7aqfrAY2p9BUSiupwk3svU,https://api.spotify.com/v1/audio-analysis/7aqfrAY2p9BUSiupwk3svU,247444.0,4.0
33,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,10,40,5696433,contemporary country,85,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,0.492,0.675,6.0,-5.456,1.0,0.0389,0.467,0.0,0.142,0.478,203.759,audio_features,7K3BhSpAxZBznislvUMVtn,https://api.spotify.com/v1/tracks/7K3BhSpAxZBznislvUMVtn,https://api.spotify.com/v1/audio-analysis/7K3BhSpAxZBznislvUMVtn,163855.0,4.0
34,spotify:track:6qAcApH8obo8eqatCKUHd9,"Taylor Swift, Kendrick Lamar",Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,34,-1,1,5645300,pop,100,https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949,0.602,0.648,2.0,-6.905,1.0,0.103,0.0104,0.0,0.217,0.174,170.091,audio_features,6qAcApH8obo8eqatCKUHd9,https://api.spotify.com/v1/tracks/6qAcApH8obo8eqatCKUHd9,https://api.spotify.com/v1/audio-analysis/6qAcApH8obo8eqatCKUHd9,199773.0,4.0
35,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,20,47,5356661,"pop,r&b,rap",87,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5,0.644,0.735,8.0,-5.747,1.0,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947.0,4.0
36,spotify:track:6rjuKpPydT2SxN15TZpV7r,Lil Tecca,500lbs,Galactic Records/Lil Tecca,17,17,8,5284653,"melodic rap,pluggnb,rap",78,https://i.scdn.co/image/ab67616d0000b273c4e6adea69105e6b6e214b96,0.722,0.785,7.0,-5.451,0.0,0.0763,0.0942,0.0,0.119,0.529,122.986,audio_features,6rjuKpPydT2SxN15TZpV7r,https://api.spotify.com/v1/tracks/6rjuKpPydT2SxN15TZpV7r,https://api.spotify.com/v1/audio-analysis/6rjuKpPydT2SxN15TZpV7r,144390.0,4.0
37,spotify:track:0xxZY5C9xxij3D1HkzbnfC,"Bobby ""Boris"" Pickett, The Crypt-Kickers",Monster Mash,Decca Music Group Ltd.,32,-1,7,5222121,"halloween,novelty",61,https://i.scdn.co/image/ab67616d0000b273edf6710f9c0cd81e37fcaf3d,0.541,0.504,11.0,-14.191,0.0,0.457,0.375,0.0,0.421,0.707,68.482,audio_features,0xxZY5C9xxij3D1HkzbnfC,https://api.spotify.com/v1/tracks/0xxZY5C9xxij3D1HkzbnfC,https://api.spotify.com/v1/audio-analysis/0xxZY5C9xxij3D1HkzbnfC,192040.0,4.0
38,spotify:track:6wsqVwoiVH2kde4k4KKAFU,Travis Scott,I KNOW ?,Cactus Jack/Epic,3,14,14,5031442,"hip hop,rap,slap house",90,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.927,0.619,5.0,-4.441,0.0,0.0539,0.0186,0.0,0.104,0.817,117.995,audio_features,6wsqVwoiVH2kde4k4KKAFU,https://api.spotify.com/v1/tracks/6wsqVwoiVH2kde4k4KKAFU,https://api.spotify.com/v1/audio-analysis/6wsqVwoiVH2kde4k4KKAFU,211582.0,4.0
39,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,1,16,18,5009406,pop,87,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,0.511,0.532,5.0,-5.745,1.0,0.0578,0.177,0.0,0.291,0.35,138.005,audio_features,1kuGVB7EU95pJObxwvfwKS,https://api.spotify.com/v1/tracks/1kuGVB7EU95pJObxwvfwKS,https://api.spotify.com/v1/audio-analysis/1kuGVB7EU95pJObxwvfwKS,219724.0,4.0
40,spotify:track:7iQXYTyuG13aoeHxGG28Nh,"Bad Bunny, Feid",PERRO NEGRO,Rimas Entertainment LLC,10,13,3,4983751,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.911,0.778,5.0,-2.248,1.0,0.262,0.0887,2.16e-05,0.179,0.345,96.057,audio_features,7iQXYTyuG13aoeHxGG28Nh,https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh,https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh,162768.0,4.0
41,spotify:track:4a9RlnJ0v1T7HgLtps1HvI,The Citizens of Halloween,This Is Halloween,Walt Disney Records,41,-1,4,4934212,"french movie tunes,movie tunes",24,https://i.scdn.co/image/ab67616d0000b273443b915b8a5f28e35f5f69be,0.567,0.508,7.0,-12.823,1.0,0.0502,0.767,0.0,0.145,0.647,167.63,audio_features,4a9RlnJ0v1T7HgLtps1HvI,https://api.spotify.com/v1/tracks/4a9RlnJ0v1T7HgLtps1HvI,https://api.spotify.com/v1/audio-analysis/4a9RlnJ0v1T7HgLtps1HvI,196560.0,4.0
42,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,4,15,80,4932395,"classic oklahoma country,modern country pop",86,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb,0.369,0.192,4.0,-12.151,0.0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,audio_features,3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013.0,3.0
43,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,"Drake, Sexyy Red, SZA",Rich Baby Daddy (feat. Sexyy Red & SZA),OVO/Republic,11,18,4,4675947,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,0.645,0.729,2.0,-4.56,1.0,0.0528,0.0377,0.0,0.384,0.142,146.01,audio_features,1yeB8MUNeLo9Ek1UEpsyz6,https://api.spotify.com/v1/tracks/1yeB8MUNeLo9Ek1UEpsyz6,https://api.spotify.com/v1/audio-analysis/1yeB8MUNeLo9Ek1UEpsyz6,319192.0,4.0
44,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,14,19,47,4649444,"pop,r&b,rap",87,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,0.559,0.551,5.0,-7.231,1.0,0.132,0.141,0.0,0.11,0.392,143.008,audio_features,4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,201800.0,4.0
45,spotify:track:2LlQb7Uoj1kKyGhlkBf9aC,Michael Jackson,Thriller,Epic,33,-1,7,4504154,"r&b,soul",80,https://i.scdn.co/image/ab67616d0000b273de437d960dda1ac0a3586d97,0.771,0.687,11.0,-9.814,1.0,0.0693,0.0318,0.000225,0.89,0.783,118.392,audio_features,2LlQb7Uoj1kKyGhlkBf9aC,https://api.spotify.com/v1/tracks/2LlQb7Uoj1kKyGhlkBf9aC,https://api.spotify.com/v1/audio-analysis/2LlQb7Uoj1kKyGhlkBf9aC,357800.0,4.0
46,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,FAX Records/Epic,23,23,5,4440146,,73,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e,0.673,0.722,3.0,-3.495,0.0,0.0755,0.0856,0.0,0.137,0.519,117.187,audio_features,5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/tracks/5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/audio-analysis/5aIVCx5tnk0ntmdiinnYvw,200256.0,4.0
47,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,17,21,8,4196608,singer-songwriter pop,76,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3,0.628,0.523,11.0,-8.307,0.0,0.0946,0.701,0.00274,0.219,0.416,169.982,audio_features,5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/tracks/5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/audio-analysis/5mjYQaktjmjcMKcUIcqz4s,172965.0,4.0
48,spotify:track:7mXuWTczZNxG5EDcjFEuJR,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,Double P Records,7,25,19,4179314,"corridos tumbados,sad sierreno",90,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba,0.646,0.736,5.0,-7.118,0.0,0.0449,0.216,0.0,0.415,0.873,140.098,audio_features,7mXuWTczZNxG5EDcjFEuJR,https://api.spotify.com/v1/tracks/7mXuWTczZNxG5EDcjFEuJR,https://api.spotify.com/v1/audio-analysis/7mXuWTczZNxG5EDcjFEuJR,212878.0,3.0
